0.5,1,0.5,0.97804,0.039252,0.92629,0.13079
2,2,0,0.37065,0.038767,0.82791,0.18528
1.5,2,0.5,0.99809,4.5168e-16,0.99272,7.9044e-16
1,2,0,0.41358,0.029407,0,0
0.5,1.5,0.5,0.99202,0.031517,0.98903,0.015625
1,2,0.5,0.97355,0.058534,0.97594,0.067723
1,1,1,0.98761,0.02027,0.94779,0.086228
2,1,0,0.37974,0.014624,0.91232,0.068038
1.5,1,0.5,0.97523,0.054891,0.95211,0.085945
